,index,Username,Title_Review,Rating_Review,Review,State,Type_traveler,Date_Travel,Attraction_id,validation_errors
1036,1036,Beatriz A,Passeio no tempo,50,"O local foi revigorado porém manteve a estrutura inicial....restaurantes requintados, com comidas tipicas da região... muito glamour. Adorei.","Brasília, DF",Families,,2,DATE_NULL;
1039,1039,Gilmara C,Muito bom,50,"Variedade de restaurante, vista linda. Local muito organizado e limpo, possui estacionamento e música ao vivo a noite. Melhor lugar para passear.","Manaus, AM",Families,,2,DATE_NULL;
1041,1041,DemasGomes,Gastronomia,50,"Local bonito, onde se encontra ótimos restaurantes, com comidas típicas muito boas. Um dos melhores locais que visitamos em Belém.","Foz do Iguaçu, PR",Families,,2,DATE_NULL;
1042,1042,barbosa2013,sem falhas,50,"viajamos no carnaval para Belém e estava muita coisa fechada pot isto quando saimos para passear, almoçar ou jantar a estação das docas é sem falhas.","Juiz de Fora, MG",Families,,2,DATE_NULL;
1044,1044,luhamoy,fim de tarde ideal,50,"Bom para terminar o dia, tomando uma cerveja, e jogando conversa fora, o por do sol é lindo, o lugar é seguro, organizado e se não estiver de carro não precisa pagar",belem,Families,,2,DATE_NULL;
1046,1046,dtrc,lugar bastante interessante,40,"Trata-se de um centro comercial inspirado no Puerto Madero, de Buenos Aires. Bons restaurantes com uma vista muito interessante e diferente para o rio. Experimente comer no Lá em Casa e depois saborear sorvetes de frutas típicas de sobremesa no Cairu.","Belo Horizonte, MG",Families,,2,DATE_NULL;
1051,1051,Rosielle2013,Vale a pena conhecer,50,"Ambiente agradável, existe vários restaurantes com uma vasta gastronomia e diferente especialidade. Tem música ao vivo pela parte da noite e estacionamento privado durante todo o dia.","Colônia, Alemanha",Families,,2,DATE_NULL;
1067,1067,ayumi n,Bom passeio para almoçar,40,"A estação dispõe de banheiros, de cenários de fundo lindos para tirar fotos, ainda conta com restaurante, onde muitas famílias aos finais de semana almoçam tendo a vista maravilhosa para o rio. É preciso tomar cuidado com crianças pequenas por conta de vãos que dão para o rio que é bem fundo.Ao final da Estação tem lojas interessantes de lembranças porém caras.",são paulo,Families,,2,DATE_NULL;
1105,1105,Luana A,Muito animado.,50,"Restaurantes legais, lojinhas de artesanato, música excelente com uma banda que se movimenta pelas docas e uma sorveteria espetacular com muitos sorvetes de frutas regionais..","Fortaleza, CE",Families,,2,DATE_NULL;
1112,1112,SAVIO C,Excelente Infraestrutura,50,"O lugar está localizado as margens da Baia do Guajará, que banha a cidade a cidade de Belém, e ao lado do mercado do ver o peso. É um complexo de restaurantes e bares, com toda infraestrutura e conforto que o turista procura. Excente para apreciar o pô do sol ou escutar uma musiquinha e degustar uma boa comida durante a noite.É um local perfeito para o turista!","Belém, PA",Families,,2,DATE_NULL;
1153,1153,pedroeol,Excelentes restaurantes.,50,"A Estação das Docas é um local fantástico.Além de ser muito bonito, possui restaurantes com excelente cozinha.A paisagem é deslumbrante e vale à pena o por-do-sol.Local ideal para passear com a família ou com os amigos.","Tucuruí, PA",Families,,2,DATE_NULL;
1161,1161,Sergis L,Lugar péssimo,50,"O mercado ver-o-peso é um local muito ruim para se visitar. Nao possui instalações adequadas para turistas, o local é muito sujo. Nao recomendo a visita.",Belém,Families,,2,DATE_NULL;
1178,1178,MRMLIMA,Gastronomia em Belém,50,Excelente local para provar as delecías de Belém do Pará e assistir a apresentações culturais. Adorei os sorvetes da sorveteria Cairu com frutas coloridas e de sabor marcante e único.,"Serra Talhada, PE",Families,,2,DATE_NULL;
1182,1182,andrec2013,Local muito agradável,50,"O local é bem agradável para passear com a acompanhante, família e amigos. aconselho a visitar o Amazon Beer, com comidas agradáveis e um Chopp muito agradável.","Belém, PA",Families,,2,DATE_NULL;
1199,1199,RCOLIVEIRA,Agradável,40,"Lugar muito bom de passear, ver o por do sol, tomar um tucupi no tacacá, tem uma ótima estrutura, climatizado, restaurantes com bom atendimento.","Salvador, BA",Families,,2,DATE_NULL;
1203,1203,KarineAquino,Várias opções em um só lugar,50,"A Estação das Docas é um lugar agradável tanto durante o dia como à noite. De dia, tem vários restaurantes bons, sorveteria Cairu e é possível fazer um passeio de barco sensacional. À noite, além dos restaurantes, tem vários barzinhos gostosos para ficar de frente para o rio. É muito agradável!","Belém, PA",Families,,2,DATE_NULL;
1206,1206,Henrique V,Poló Gastronômico,40,"Lugar onde se concertra restaurantes,bares,sorveterias.Além de ser de onde parte os barcos para os passeios,dentre os quais,para a Ilha de Marajó.","Fortaleza, Ceara, Brazil",Families,,2,DATE_NULL;
1228,1228,Ramesh27,& Atmosfera do lugar Fantástico,50,"Excelente comida típica amazï¿ ½ia, Cairu sorvete (o melhor em Belém), com cargas de sabores de frutas tropicais, e boa música ao vivo, interior de instalações modernas de armazéns Dockyard antient melhorada à beira do rio. Um deve, em Belém!","Manaus, AM",Families,,2,DATE_NULL;
1232,1232,Larissa C,Passeio,50,"Um ótimo lugar para ir em família ou casal , de frente pro Rio com uma ótima gastronomia e atendimento perfeito ideial para qualquer dia da semana.","Belém, PA",Couples,,2,DATE_NULL;
1263,1263,Leandro Targino,"Passeio, jantar e expressões culturais",50,"Sem dúvida, o ponto turístico mais conhecido da cidade de Belém. Não espere encontrar um lugar gigante ou com quilômetros de percurso. Mas vale muito a pena passar por lá, comer um Peixe Típico (filhote, pirarucu, tambaqui etc), tomar um chopp de açaí ou bacuri e finalizar a noite com um sorvete na famosa Sorveteria Cairu. Ótimo!","São Paulo, SP",Couples,,2,DATE_NULL;
1264,1264,Euvaldo L,Passeio e jantar,40,"O local é ótimo.Preços altos, bons restaurantes, boas lojinhas de artesanato e produtos locais com preços altos.Vale a pena conhecer e conferir.",,Couples,,2,DATE_NULL;
1265,1265,Guilherme,Belo lugar com boas opções gastronômicas,50,"O local rende boas fotos, tem sorveteria e excelentes opções para jantar e happy hour. Happy hour: Amazon BeerJantar: Lá em Casa",,Couples,,2,DATE_NULL;
1266,1266,Jéssica Arruda,Ótimo passeio,40,"Local muito bonito e agradável para um passeio. É possível tirar lindas fotos e ver um belo pôr do sol. Ótimo também para descontrair nos restaurantes. Local com ar condicionado, bastante opção para comer e beber, ótimos sorvetes! Estive em Belém no carnaval e passamos umas 3 vezes pelas Docas. Imperdível! Pertinho do ver o peso!","Rio de Janeiro, RJ",Couples,,2,DATE_NULL;
1267,1267,Anderson V,Jantar a beira rio!,50,"Este centro conta com estacionamento amplo, ambientes refrigerado e externo, otimas chopperias para um happy hour e também restaurantes e primeira para um jantar romântico ou familiar. UM DOS MELHORES ESPAÇOS DE BELÉM.","Belém, PA",Couples,,2,DATE_NULL;
1268,1268,Viviane G,Lugar incrivel,50,"A estação das docas está localizado no centro velho de Belém. O espaço foi muito bem utilizado, com restaurantes, choperia, sorveteria, café, artesanato e outros espaços reservados para eventos. A vista é linda. De lá sai um passeio pelo Rio Guamá que é uma delícia. Vale a pena visitar e fazer o passeio.",,Couples,,2,DATE_NULL;
1269,1269,Nabil O,Nosso puerto Madero,50,"Local muito agradavel...antigo  porto reformado, com restaurantes, lanchonetes e algumas lojinhas, vizinho do mercado ver o peso..De dia, a caminhada vale a pena pela beleza do Rio e o visual exuberante das ilhas, e a noite badalação, cervejas artesanais, comida regional e um sorvete artesanal delicioso.Seguro, de acesso controlado, ar condicionado no interior e brisa do rio nas mesas de fora...Show de bola.",,Couples,,2,DATE_NULL;
1270,1270,Jenyfe C,Passeii rapido de casal,50,"Ótimo, lugar de paz, tranquilidade, comida boa, uma área de lazer tbm para levar as crianças durante a tarde pra conhecer o rio!",,Couples,,2,DATE_NULL;
1324,1324,cristianne_fidelis,Comer com diversão!,50,"A Estação das Docas é o exemplo de como transformar os espaços urbanos que perdem suas funções originais em ambientes para turistas e locais se divertirem, com atrações culturais, bares e restaurantes, artesanato tudo em um só lugar. Amei!","São Leopoldo, RS",Couples,,2,DATE_NULL;
1327,1327,errada,Lugar para relaxar,40,"Lugar com variedade de restaurantes e souvenirs, climatizado, com música ao vivo à noite. Boa opção para happy hour ou jantar. Recomendados especialmente o buffet de happy hour do Amazon Beer, com preço fixo para comida e bebida à vontade (é necessário verificar dias e horários). Os sorvetes do Cairu também são imperdíveis, só é difícil escolher entre tantas opções.","Manaus, AM",Couples,,2,DATE_NULL;
1328,1328,Caroline W,Imperdível ,50,"Indo para passear é um ponto crucial para ser visitado, é bom ir no happy de segunda a quarta da Amazon Beer ou ir para um almoço, escutar uma música ao vivo de um palco suspenso, o lugar totalmente reformado, tem ares contemporâneos, tem algumas lojinhas de souvenirs e tem várias opções gastronômicas, super recomendo, mas tenha cuidado pois a área a noite não é muito adequada para se dar bobeira! Mas se vc for atencioso e cuidadoso, vá sem problemas ou vá em grupos!","São Paulo, SP",Couples,,2,DATE_NULL;
1331,1331,Danielle T,Super agradável,50,"Ótimo ambiente pra conhecer um pouco da cultura e gastronomia paraense. Restaurante do Tio Armênio é excelente! E pra gosta de uma cervejinha, é válido conhecer a amazonbeer, e comer uma porção de unha de caranguejo. Adorei!","Goiânia, GO",Couples,,2,DATE_NULL;
1332,1332,Juarez S,Parece um shopping horizontal,40,"O lugar é bonito, restaurantes com música ao vivo (na parte externa tem couvert) os restaurantes não são muito em conta e as vezes tem porções bem pequenas, as lojas para compras de souvenir tem o preço bom e qualidade","Curitiba, PR",Couples,,2,DATE_NULL;
1333,1333,andnery7,Ótima estrutura!,50,"Muito bom para degustar a culinária, fazer passeio de barco e conhecer os sabores de Belém! Sorvetes, restaurantes e agencia turística, alem de caixas eletrônicos e policiamento o tempo todo!","Arujá, SP",Couples,,2,DATE_NULL;
1334,1334,Israel G Neto,Ótimo lugar para fim de tarde em Belém,50,Ir ao Pará merece uma visita a estação das Docas. Tomar um chopp legítimo da região tendo a vista do Rio à frente.,"Marataízes, ES",Couples,,2,DATE_NULL;
1335,1335,Lucileia C,Um oásis,40,Um oásis! Ao lado do mercado ver_ o-peso. As docas servem de refresco é calmaria. Fomos durante o dia numa segunda feira. Nada funciona somente a sorveteria estava aberta. Dizem que é bom durante a noite.,,Couples,,2,DATE_NULL;
1336,1336,Roberto B,Ambiente diferenciado,50,"As margens da Baía do Guajará, antiga doca, transformada em espaço cultural, com teatro, restaurantes, bares, cervejaria, artesanato, sorvetes, conveniências e souvenires.","Manaus, AM",Couples,,2,DATE_NULL;
1337,1337,Matheus G,Muito legal,40,Vale muito ir a algum restaurante e ficar olhando a chuva cair no rio Pará. Depois pode ir passear no Ver o Peso e nas outras atrações bem perto dali. Só tomem cuidado para não serem assaltados.,"Armação dos Búzios, RJ",Couples,,2,DATE_NULL;
1425,1425,Anderson B,Lindoo,50,"Lugar lindo e agradável à beira-mar em Belém. Com muitas opções de comida e bebia, inclusive é possível fazer um tour de barco pela frente da cidade. Muito bom, lugar recomendadíssimo!",,Couples,,2,DATE_NULL;
1435,1435,Edilson D,Lugar seguro e tranquilo,50,"Ótima opção de lazer, bom pra relaxar tomando um chopp, assistir cinema ou teatro. Destaque para a Amazom Berr e Marujos. Preço um pouco salgado mais que vale a pena.",,Couples,,2,DATE_NULL;
1440,1440,George Alex A,Diversas opções de alimentação e diversão com muita segurança,50,"Lugar bucólico para se apreciar a vista da Baía do Guajará seja de dia ou de noite.Ventilado, agradável com muitas opções de alimentação e diversão.Seguro e confiável.",,Couples,,2,DATE_NULL;
1441,1441,Dri R,"Lugar excelente, uma delícia de ir e de ficar !",50,"Estação das Docas faz a diferença em Belém. Depois de ver aquele sujo e nojento Mercado Ver O Peso, entrar aqui faz diferença. Limpo, bonito, moderno, organizado, com uma vista do Rio. Da vontade de ficar à tardinha lá sentada só contemplando o por do sol. Restaurantes de todos os tipos, gostos e bolsos. Sorveteria deliciosa, chopp artesanal muito bom, enfim, super recomendo. Gostamos tanto e voltamos umas 3 vezes lá durante a viagem.","Belo Horizonte, MG",Couples,,2,DATE_NULL;
1443,1443,Leonardo G,Local muito legal!,50,"Visita obrigatória para quem vai a Belém. Moradores também frequentam o local. Tudo muito limpo, estrutura ótima, segurança perfeita, visual maravilhoso. Os preços não são baratos nem caros, eu diria justos. Recomendo!","Miami, Flórida",Couples,,2,DATE_NULL;
1445,1445,Maria C,Passeio agradável!,40,"A estação das docas é um local muito agradável para passear e admirar o rio. Tem restaurantes e algumas lojinhas, mas o que eu mais gostei foram das informações históricas do local, tem uma exposição super interessante de objetos antigos que foram encontrados durante escavações. Os restaurantes têm um preço um pouco elevado, talvez por ser um local muito turístico, mas vale à pena a visita!",,Couples,,2,DATE_NULL;
1447,1447,António L,Local gastronómico e de lazer perfeito,50,Restaurantes com comidinhas super gostosas. Tem chops da Amazon e os sorvetes Cairu. Local para lazer perfeito. Ambiente super agradável. Recomendo vivamente  a todos para uma noite bem passada e acompanhado.,"Brasília, DF",Couples,,2,DATE_NULL;
1449,1449,Jaimir Luis B,Trabalho ,50,Excelente lugar.vista maravilhosa restaurantes de boa comida e preços com custo benefício acessíveis.,,Couples,,2,DATE_NULL;
1450,1450,Frederico Coutinho,Linda vista com clima de shopping ,40,A estação é uma parada obrigatória nos roteiros de Belém e realmente vale a pena pela vista do rio. A cervejaria amazon beer oferece um espaço bom pra tomar um chop no fim de tarde.  No entanto a parte interna tem um clima de shopping center.,,Couples,,2,DATE_NULL;
